Stream,Dist,Proportion_Downstream,W_2019,W_1957,Curve,Curvepos,Slump,Migdist,MR,Mignorm,MRnorm
WC,2880,0.872727273,79.27,60.58,0.00306968,0.00306968,10,5.45,0.087903226,0.089963684,0.001108909
WC,2910,0.881818182,80.29,68.77,0.002215337,0.002215337,3,5.9,0.09516129,0.085793224,0.00118522
WC,2940,0.890909091,79.96,74.8,0.001287335,0.001287335,3,3.85,0.062096774,0.051470588,0.000776598
WC,2970,0.9,86.5,77.28,0.000388634,0.000388634,1,3.96,0.063870968,0.051242236,0.000738393
WC,3000,0.909090909,95.38,78.63,-0.000407359,0.000407359,0,10.94,0.176451613,0.139132647,0.001849985
WC,3030,0.918181818,99.9,85.04,-0.001417127,0.001417127,0,11.02,0.177741935,0.129586077,0.001779199
WC,3060,0.927272727,103.71,88.05,-0.002496538,0.002496538,0,10.15,0.163709677,0.115275412,0.001578533
WC,3090,0.936363636,105.39,80.24,-0.003729075,0.003729075,0,9.03,0.145645161,0.112537388,0.001381964
WC,3120,0.945454545,95.95,74.82,-0.004959511,0.004959511,0,8.58,0.138387097,0.114675221,0.001442283
WC,3150,0.954545455,91.69,62.99,-0.006448589,0.006448589,0,6.21,0.10016129,0.098587077,0.001092391
WC,3180,0.963636364,86,52.99,-0.007953056,0.007953056,0,0.27,0.004354839,0.005095301,5.06377E-05
WC,3210,0.972727273,82.13,55.96,-0.008389678,0.008389678,0,5.5,0.088709677,0.098284489,0.001080113
WC,3240,0.981818182,68.81,58.69,-0.008285984,0.008285984,0,4.8,0.077419355,0.081785653,0.001125118
WC,3270,0.990909091,78.06,75.42,-0.008215965,0.008215965,0,7.12,0.11483871,0.094404667,0.001471159
WC,3300,1,92.04,84.83,-0.010849187,0.010849187,0,3.67,0.059193548,0.043262997,0.000643129
